camis,dba,boro,building,street,zipcode,phone,cuisine type,latitude,longitude,current_grade
50085952,HEALTHY GREEN JUICE BAR,Manhattan,65,NASSAU ST,10038.0,6464389048,65,40.709343332753,-74.008609828903,A
50085953,FLIK INTERNATIONAL CORP.,Manhattan,55,HUDSON YARDS,10001.0,9178161297,42,40.755439214916,-74.002219825347,A
50085956,HEAD HI,Brooklyn,14,CLERMONT AVE,11205.0,9179090005,33,40.697318066824,-73.971701258683,A
50085965,EL NUEVO GENAO BAR RESTAURANT,Brooklyn,162,THROOP AVE,11206.0,7183840085,56,40.699583413174,-73.944233670794,A
50085966,DUNKIN',Manhattan,900,1ST AVE,10022.0,6095866680,77,40.75410847163,-73.965970578544,A
50085967,DUNKIN',Manhattan,815,10TH AVE,10019.0,2126004113,77,40.767279679222,-73.98990611481999,A
50085969,THE KATI ROLL COMPANY,Manhattan,230,PARK AVE,10169.0,2127306740,4,40.75450075314,-73.975950427165,A
50085970,DUNKIN',Bronx,1779,SOUTHERN BLVD,10460.0,6464290955,42,40.837795256504,-73.887515541545,A
50085971,DUNKIN',Manhattan,1024,1ST AVE,10022.0,6095866680,77,40.757727995128,-73.96332649733499,A
50085972,RICAS PUPUSAS & MAS,Queens,4755,47TH ST,11377.0,9292960069,3,40.740050502129996,-73.918358224774,A
50085975,BIG BELLY DELI,Brooklyn,2,STANWIX ST,11206.0,3472405647,42,40.698147779738996,-73.93370070080499,A
50085976,SPICY EMPIRE,Queens,14710,45TH AVE,11355.0,3473684639,48,40.755512406049,-73.814981726474,A
50085979,CANAAN SUSHI,Manhattan,154,W 29TH ST,10001.0,2129479298,23,40.74728698963,-73.99159457210301,A
50085980,NICKS PIZZA LOUNGE,Bronx,292,E BURNSIDE AVE,10457.0,3472972890,55,40.851043455228,-73.901778277141,A
50085995,SPRING FOOD SPOT,Queens,1421,BROADWAY,11106.0,7182786210,42,40.765937579675004,-73.932975930157,A
50085997,SOBA TOTTO,Manhattan,211,E 43RD ST,10017.0,2125578200,23,40.751231194054,-73.973457624912,B
50085999,BIGA,Manhattan,3,CLINTON ST,10002.0,9172658453,44,40.721164257089,-73.983993040262,P
50086001,CHIPOTLE MEXICAN GRILL #3233,Brooklyn,774,BROADWAY,11206.0,7183872409,24,40.700204881222,-73.94104502867799,A
50086002,HER NAME WAS CARMEN,Manhattan,525,BROOME ST,10013.0,9172620107,0,40.723855175495,-74.004015431198,B
50086007,DUBUMARU,Manhattan,34,W 32ND ST,10001.0,2127369002,36,40.747819056202005,-73.98710122790102,A
50086010,GIULIA'S CUCINA & DESSERTS,Brooklyn,1611-13,BAY RIDGE PKWY,11204.0,7182592900,44,40.616089825075996,-74.000450238504,A
50086011,OXALIS,Brooklyn,791,WASHINGTON AVE,11238.0,4082190246,42,40.672952909530004,-73.962814518795,A
50086014,WESTVILLE BAKERY,Manhattan,433,E 9TH ST,10009.0,3476187222,33,40.727510051844,-73.983251879636,A
50086015,WESTVILLE HK,Manhattan,809,9TH AVE,10019.0,2129242203,11,40.765728635155,-73.98732156793899,A
50086017,101 KENNEDY FRIED CHICKEN,Queens,10815,101ST AVE,11419.0,9293984053,42,40.687362965352,-73.835115120441,A
50086019,BOCAITO,Queens,8115,NORTHERN BLVD,11372.0,3476171606,3,40.755486977018,-73.88606689851,A
50086022,HUDSON & CHARLES DINETTE,Manhattan,522,HUDSON ST,10014.0,9296005222,42,40.733900917469,-74.006256793766,A
50086029,SPRINGBONE KITCHEN,Manhattan,74,PEARL ST,10004.0,9176393655,42,40.703776780133,-74.01050981918101,-2
50086032,THIS IS GYRO,Manhattan,178A,CHURCH ST,10013.0,6465590656,11,40.715601489743,-74.007416621995,A
50086033,SOFIA'S TAQUERIA,Staten Island,977,BAY ST,10305.0,9293082324,68,40.618692742536,-74.069512349538,A
50086042,SONEROS NIGHT CLUB BAR,Queens,9202,CORONA AVE,11373.0,9177498127,56,40.74243201622,-73.872217204617,A
50086044,CAFE COSINA,Bronx,1350,JEROME AVE,10452.0,7182933837,42,40.839147090692,-73.918456601657,B
50086053,AU JUS,Brooklyn,687,WASHINGTON AVE,11238.0,3473509630,20,40.676738194118,-73.96355507055199,A
50086057,ABURIYA KINNOSUKE,Manhattan,213,E 45TH ST,10017.0,9172620938,23,40.752471603080004,-73.97251148932399,A
50086058,RIVERDALE INDIAN CUSINE,Bronx,308,W 231ST ST,10463.0,7189023462,4,40.880980454411,-73.908720601847,P
50086059,THAI NARA,Queens,6402,35TH AVE,11377.0,7186068842,14,40.750319283871995,-73.898502233899,A
50086066,CHICK-FIL-A AT FULTON STREET IN-LINE,Manhattan,150,FULTON ST,10038.0,2123810780,71,40.710658075223996,-74.008638855681,A
50086072,EATILY FOODS,Manhattan,695,PARK AVE,10065.0,2127724282,42,40.768965667969,-73.965367273369,A
50086076,LA CHOLITA MEXICANA,Brooklyn,6410,NEW UTRECHT AVE,11219.0,7182565646,24,40.624329642385,-73.997546796642,A
50086077,CATMINT WHEEL CAKE,Manhattan,124,MACDOUGAL ST,10012.0,6465900128,48,40.730044692477,-74.000432970954,A
50086078,ZHANG FEI BEEF NOODLE,Queens,4142A,MAIN ST,11355.0,6315308888,61,40.757087646533996,-73.828971634313,A
50086079,SUNSHINE PARADISE,Brooklyn,1344,UTICA AVE,11203.0,6463721813,31,40.639436956954,-73.929078735477,C
50086087,-2,Manhattan,319,E 53RD ST,10022.0,2012805400,64,40.756482841494005,-73.96648913307,-2
50086088,HAK BOX,Manhattan,88,E BROADWAY,10002.0,9179226877,61,40.713737879423,-73.99409139793299,A
50086090,BROOKLYN BRIDGE DINER,Brooklyn,63,TILLARY ST,11201.0,7188580007,42,40.696176384626,-73.988225589297,B
50086095,LE SUCCULENT,Brooklyn,291,5TH AVE,11215.0,9179325382,21,40.673616364634,-73.982580510399,A
50086101,PERFECT PICNIC,Manhattan,405,CENTRAL PARK W,10025.0,2122282884,69,40.7944333915,-73.96268139317,A
50086106,PIZZA EXPRESS 2,Brooklyn,3005,AVENUE K,11210.0,7182532600,18,40.624404886364005,-73.946245603165,A
50086108,KAM LAI,Manhattan,708,AMSTERDAM AVE,10025.0,2127498990,61,40.792975626797,-73.97115844000301,A
50086113,BREAKROOM,Manhattan,83,BAXTER ST,10013.0,2122272802,24,40.716713360597,-73.999812416925,A
50086117,WHADDAPITA,Manhattan,1625,AMSTERDAM AVE,10031.0,9179652827,19,40.822315069986,-73.94972352223,A
50086119,SUNRISE ZOU,Queens,9607,101ST AVE,11416.0,7188351302,61,40.684615219169004,-73.84478502868801,B
50086120,MISTER PARADISE,Manhattan,105,1ST AVE,10003.0,9732241749,42,40.726654050682995,-73.985979673331,A
50086121,MIRA CALI BAKERY #6,Queens,8202,ROOSEVELT AVE,11372.0,7188061675,13,40.747631918272,-73.883781418824,A
50086126,WATCHES OF SWITZERLAND COCKTAIL LOUNGE,Manhattan,60,GREENE ST,10012.0,6469733363,42,40.722845165879995,-74.001143640902,A
50086128,ORCHID TEA CAFE,Brooklyn,4602,7TH AVE,11220.0,9173026883,33,40.644594338318,-74.003686332124,A
50086129,ORIGINAL SOUPMAN,Manhattan,00,TIMES SQUARE BTWN 42RD AND 44TH ST,10036.0,7326201648,16,40.756575098881996,-73.989637028158,A
50086134,MCDONALD'S,Bronx,2505,SOUTHERN BLVD,10458.0,7183642493,74,40.856510319175,-73.88078520685,A
50086135,TACO DUMBO,Manhattan,1385,BROADWAY,10018.0,6469984491,24,40.752605951145,-73.987389042871,A
50086136,TANOSHII,Brooklyn,7718,5TH AVE,11209.0,9293452059,23,40.627763757156,-74.02335166773001,A
50086139,DEATH AND COMPANY,Manhattan,433,E 6TH ST,10009.0,2127772017,42,40.726047375217,-73.98532316837499,A
50086142,SPICY MOON,Manhattan,328,E 6TH ST,10003.0,6464298471,8,40.72703577177701,-73.98771139805001,A
50086146,THAI-ISH,Manhattan,168,LEXINGTON AVE,10016.0,2128894999,14,40.744162244349,-73.981360244182,A
50086149,STARBUCKS COFFEE # 54771,Queens,2388,BELL BLVD,11360.0,7183520590,33,40.779979845786,-73.77533891948802,A
50086153,ALWAYS AND FOREVER CAFE,Brooklyn,1081,FULTON ST,11238.0,6464314157,33,40.681704481829,-73.958396529438,A
50086154,King House CHINESE RESTAURANT,Queens,9121,37TH AVE,11372.0,9177671976,61,40.750656383253,-73.875673433472,A
50086155,HOTEL CHOCOLAT,Manhattan,441,LEXINGTON AVE,10017.0,9292629193,33,40.752719155276,-73.974792479748,A
50086161,ROSALIA'S CAFE,Brooklyn,615,NOSTRAND AVE,11216.0,7187584640,33,40.675953529714,-73.94991720316399,B
50086162,DOCK ASIAN EATERY,Brooklyn,22,WYCKOFF AVE,11237.0,7188210688,48,40.706402598372996,-73.922615951997,P
50086164,CPZ SEAFOOD,Brooklyn,770,59TH ST,11220.0,9178325705,61,40.636527071353996,-74.009728141613,B
50086165,SHAKE SHACK,Manhattan,1,W 125TH ST,10027.0,6467470038,74,40.806515672405,-73.94249293456299,A
50086170,MILK BAR AT CAMP,Manhattan,110,5TH AVE,10011.0,9174732192,42,40.737416892269,-73.99259898281801,A
50086172,CRYSTAL ICE,Queens,13621,ROOSEVELT AVE,11354.0,6506276055,33,40.759791642744005,-73.829242612573,A
50086179,OATH PIZZA,Manhattan,2169,BROADWAY,10024.0,9173882829,55,40.782078262096,-73.98095960951001,A
50086180,OATH PIZZA,Manhattan,1140,3RD AVE,10065.0,2129884300,55,40.766258649069,-73.963155719043,A
50086181,TAIM,Manhattan,64,W 22ND ST,10010.0,2129667364,11,40.741679470196,-73.99201028550901,A
50086184,THE HUNTERIAN,Manhattan,413,E 70TH ST,10021.0,9176137264,42,40.766270012606,-73.956419337529,A
50086186,SAN PEDRO,Brooklyn,320,VAN BRUNT ST,11231.0,7185763916,56,40.679002414113995,-74.010967380658,A
50086195,-2,Brooklyn,3802,FORT HAMILTON PKWY,11218.0,9174784390,64,40.643567404547,-73.98990328148001,-2
50086198,STARBUCKS,Brooklyn,422,FULTON ST,11201.0,5135797956,33,40.690884206403,-73.985951164121,A
50086204,ARIA KABAB,Queens,2558,STEINWAY ST,11103.0,7187775432,47,40.767540100239,-73.912031936068,A
50086207,ANYTIME KARAOKE,Manhattan,23,W 32ND ST,10001.0,6465904703,64,40.747508809168,-73.986332562507,A
50086208,ANYTIME SOJU,Manhattan,23,W 32ND ST,10001.0,6466697733,36,40.747508809168,-73.986332562507,P
50086209,EAST ONE COFFEE ROASTERS,Manhattan,128,BAXTER ST,10013.0,6468952018,64,40.718192785645996,-73.99891776583901,-2
50086213,BEANS CAFE & GRILL,Staten Island,2026,HYLAN BLVD,10306.0,7182854931,42,40.580606129163,-74.099219263039,A
50086215,LARUSTICA PIZZA,Manhattan,1424,LEXINGTON AVE,10128.0,2128603822,55,40.784103763904,-73.95222965513601,P
50086233,MALAKANKA CAFE,Brooklyn,127,DITMAS AVE,11218.0,3473124879,33,40.635594821528,-73.977643602694,A
50086234,VIVI BUBBLE TEA,Manhattan,488,FASHION AVE,10018.0,6465906001,33,40.752532056566,-73.989514942866,A
50086235,GST TAVERN,Manhattan,1,7TH AVE S,10014.0,6469985552,42,40.729630122171,-74.005058512396,A
50086236,wok and roll kitchen,Brooklyn,1821,CHURCH AVE,11226.0,7182821188,64,40.649542693958004,-73.962820409317,A
50086240,THE CAFE MARC JACOBS,Manhattan,655,MADISON AVE,10022.0,2128323905,33,40.764185772119,-73.970643902747,A
50086241,JOE ASIAN & SUSHI,Queens,3319,36TH AVE,11106.0,9179303586,23,40.755732247004,-73.927922124964,C
50086246,39 TACO HOUSE,Brooklyn,3922,9TH AVE,11232.0,7188510880,68,40.645771811543,-73.995282996838,A
50086247,HEALTH KITCHEN,Queens,1017A,154TH ST,11357.0,7187099010,42,40.792817270555,-73.807138174912,A
50086248,JOE & THE JUICE,Manhattan,2460,BROADWAY,10025.0,4154120414,65,40.791551786007,-73.97402654076899,B
50086251,KING HOUSE,Manhattan,1053,SAINT NICHOLAS AVE,10032.0,2129289329,61,40.836607781967004,-73.940052742343,A
50086252,XI'AN FAMOUS FOODS,Manhattan,8,LIBERTY PL,10038.0,2127862068,61,40.709022132659996,-74.009399709089,A
50086253,LAS PALMAS RESTAURANT II,Bronx,240,W 231ST ST,10463.0,7188843827,24,40.87961706138,-73.906223657943,A
50086256,TAKESHI SUSHI,Manhattan,28,GRAND ST,10013.0,9176750771,23,40.72283409544,-74.004718870825,P
50086261,EL MANGU RESTAURANT,Bronx,80,W KINGSBRIDGE RD,10468.0,7185637409,3,40.868117281311,-73.900440492835,A
50086274,"TACO BELL, PIATTINO, GREEN LEAFS",Staten Island,2655,RICHMOND AVE,10314.0,7187915768,64,40.582297419955,-74.169052592685,A
50086275,LAI LAI GOURMET,Brooklyn,5324,8TH AVE,11220.0,7183129297,61,40.639255658257,-74.005653363226,A
50086277,99¢ FRESH PIZZA,Manhattan,71,2ND AVE,10003.0,2129673310,55,40.726325039467,-73.989331471843,A
50086279,BETTOLA,Manhattan,412,AMSTERDAM AVE,10024.0,9176732294,44,40.783628514582,-73.977980084339,A
50086280,MASA EMPANADAS,Brooklyn,804,GRAND ST,11211.0,9293970500,44,40.711886738025,-73.941261904232,A
50086284,TIPSYS BAR & LOUNGE,Queens,10607,JAMAICA AVE,11418.0,9294998799,31,40.695319948508,-73.840850879315,A
50086288,ASTORIA ANASSA TAVERNA,Queens,2605,28TH ST,11102.0,2126885916,19,40.770530224142,-73.921071759709,P
50086291,ARCHER AND GOAT,Manhattan,187,LENOX AVE,10026.0,9172616602,42,40.80423744746,-73.948075650039,A
50086294,BELLA NOTTE,Bronx,3524,JOHNSON AVE,10463.0,9179020067,44,40.885968521932995,-73.909867418301,A
50086295,DELI 93,Queens,1069,WYCKOFF AVE,11385.0,6466789364,80,40.694716516395005,-73.90253957293899,A
50086298,98K KENNEDY,Brooklyn,5424,7TH AVE,11220.0,6462585170,71,40.640021281041996,-74.00843870566399,A
50086302,CHO WON GARDEN,Queens,15628,NORTHERN BLVD,11354.0,7188868100,36,40.763961680113,-73.808824869434,A
50086305,V3NOM CAFE & LOUNGE,Queens,24609,JERICHO TPKE,11426.0,6462878889,42,40.725117798269,-73.721692022531,A
50086308,RALPH'S COFFEE,Manhattan,888,MADISON AVE,10021.0,2126504590,33,40.771622649095995,-73.965557234991,A
50086309,SAMBAK SAMBABJIP,Queens,4111,150TH ST,11355.0,7184611212,36,40.762350443612,-73.813796674575,B
50086316,NOVELTY EATS,Bronx,1765,CROSBY AVE,10461.0,7186846180,42,40.846329270247004,-73.831835254418,A
50086320,ANTOJITOS ELOHIM,Bronx,971B,WESTCHESTER AVE,10459.0,7186187484,65,40.822904192826,-73.89533798467,A
50086321,EL CASTILLO RESTAURANT INC,Brooklyn,6811,4TH AVE,11220.0,7187450649,56,40.635152725649,-74.023289410357,A
50086327,ETC,Manhattan,20,E 46TH ST,10017.0,2126971201,64,40.75558809138,-73.978011046346,A
50086335,FLAMING DELICIOUS JERK CUISINE,Bronx,3563B,BOSTON RD,10469.0,3473467111,31,40.878227012665,-73.844371082316,P
50086340,AMYLOS TAVERNA,Queens,3319,BROADWAY,11106.0,2122150028,19,40.761120132174,-73.92355926454,A
50086343,THE BOOGIE DOWN GRIND CAFE,Bronx,1200,SENECA AVE,10474.0,9175335540,33,40.818605522736,-73.889061913736,P
50086344,VISH,Brooklyn,103,N 3RD ST,11249.0,6463884048,11,40.716792178083,-73.962075706378,A
50086349,ESTRELLITA MIXTECA,Bronx,1813A,WESTCHESTER AVE,10472.0,7188923333,24,40.832035439618004,-73.865803684301,A
50086354,SALUMERIA ANTICHI SAPORI,Queens,2813,ASTORIA BLVD,11102.0,7182048160,44,40.770669692796,-73.920327871511,A
50086355,KAM'S GARDEN CHINESE RESTAURANT,Queens,24507,JERICHO TPKE,11426.0,7183434442,61,40.724851224319,-73.72268890040999,A
50086356,SPOTIFY - BARISTA BAR,Manhattan,150,GREENWICH ST,10007.0,2038438547,33,40.710504009675,-74.012523606424,A
50086357,KUNG FU TEA & TKK FRIED CHICKEN,Manhattan,115,E 23RD ST,10010.0,6464762013,48,40.739864554248,-73.985583542603,-2
50086359,88 YUMMY IN TUMMY,Brooklyn,6301,8TH AVE,11220.0,9178261686,61,40.633699790614,-74.011406661665,P
50086366,LA ELEGANCIA RESTAURANT,Queens,8826,37TH AVE,11372.0,3478463569,24,40.750351909656,-73.878416995129,A
50086367,SIMCHA CORNER,Queens,7301,MAIN ST,11367.0,9173960574,18,40.724563245329,-73.82070697435199,A
50086374,FRESH JUICE AND MEXICAN FOOD,Bronx,260,BROOK AVE,10454.0,7182921801,24,40.808005583798,-73.918939218667,A
50086375,KENNEDY CHICKEN BURGER & ICE CREAM,Bronx,3496,JEROME AVE,10467.0,7182004858,71,40.882380235305,-73.881599341092,A
50086378,SANTA FE VERACRUZANO,Brooklyn,62,7TH AVE,11217.0,3477991178,24,40.675577412447,-73.97470638504599,A
50086379,ROASTED MASALA,Manhattan,914,COLUMBUS AVE,10025.0,9173883586,4,40.798361395231,-73.96351351043498,B
50086380,NUTTY SPORTS BAR & GRILL,Queens,10506,JAMAICA AVE,11418.0,9179680337,42,40.695216989836,-73.841821195233,B
50086382,IL POSTO,Brooklyn,7409,AVENUE U,11234.0,7182414317,44,40.621320536265,-73.905154282084,P
50086385,$1 PIZZA,Manhattan,832,6TH AVE,10001.0,9175878888,55,40.746510107881,-73.990158293876,P
50086387,THE YALE CLUB,Manhattan,50,VANDERBILT AVE,10017.0,2127162136,42,40.753974024949,-73.977253608771,A
50086389,DUNKIN',Manhattan,4,SOUTH ST,10004.0,2122270958,33,40.701687901075,-74.011631125861,A
50086390,THE TERRACE,Manhattan,701,7TH AVE,10036.0,2122615400,42,40.759286347772004,-73.984543344215,A
50086391,FIX-U-PLATE,Brooklyn,1139/1141,CLARKSON AVE,11212.0,9292343888,31,-2.0,-2.0,A
50086396,BROOKLYN BAGEL & COFFEE COMPANY,Queens,3614,30TH AVE,11103.0,7187771121,80,40.764911717603,-73.91719409554901,B
50086397,PABADE BAKERY & CAFE,Manhattan,135,E 110TH ST,10029.0,6469826772,33,40.794969647798,-73.94479994002499,A
50086402,VALERIE,Manhattan,45,W 45TH ST,10036.0,2123024545,42,40.756041506872,-73.980977909179,A
50086406,Y & M BAKERY,Brooklyn,6820,BAY PKWY,11204.0,7183314699,61,40.611691517204,-73.983680834031,A
50086408,SUBWAY,Brooklyn,6313,18TH AVE,11204.0,7182321294,66,40.619964963514,-73.989316118134,P
50086409,JOE'S STEAM RICE ROLL,Manhattan,261,CANAL ST,10013.0,3473796961,61,40.718714292932,-74.000923513738,A
50086412,DAYTIME,Brooklyn,199,WINDSOR PL,11215.0,6316781914,33,40.658415000402,-73.97801436672,A
50086415,CREDIT SUISSE-10 WEST CATERING,Manhattan,11,MADISON AVE,10010.0,9084476590,42,40.741610442787,-73.98744887165499,A
50086418,JJ BAR & BISTRO,Queens,15417,ROOSEVELT AVE,11354.0,7189397252,36,40.763984207339,-73.810824714359,P
50086419,FAO SCHWARZ-SCWEETZ,Queens,TERMINAL B,LAGUARDIA INT'L AIRPORT,-2.0,2015282446,64,0.0,0.0,A
50086421,SUROSS THAI BISTRO,Manhattan,4131,BROADWAY,10033.0,9175142689,14,40.845864989567,-73.93855884993201,A
50086423,DUNKIN',Bronx,1325,HUTCHINSON RIVER PKWY S,10461.0,7188638692,33,40.836548562413995,-73.838657810403,A
50086424,DUNKIN',Bronx,1320,HUTCHINSON RIVER PKWY,10461.0,7188638918,42,40.836186181548,-73.83860448446299,A
50086431,KUNG FU TEA,Manhattan,27,WAVERLY PL,10003.0,2126774517,33,40.730456300501,-73.995031627488,A
50086434,MING BAKERY,Brooklyn,1412,AVENUE U,11229.0,9177024431,13,40.598740235021,-73.957112463502,P
50086438,HARBOR FITNESS,Brooklyn,9215,4TH AVE,11209.0,7182389400,65,40.617952266153004,-74.03031810967201,A
50086442,CROWN SHY,Manhattan,70,PINE ST,10005.0,2125171932,42,40.706307668482,-74.007895288602,A
50086444,JERUSALEM BAGELS,Queens,6448,108TH ST,11375.0,7184339341,18,40.732034274794,-73.849151931216,A
50086445,TACO BELL CANTINA,Bronx,8,W FORDHAM RD,10468.0,8605182577,24,40.862771497794,-73.90154396933501,A
50086452,PIZZA STOP,Manhattan,531,MALCOLM X BLVD,10037.0,3476829949,55,40.815179600583,-73.94007934402799,A
50086454,MCDONALD'S,Queens,16504,147TH AVE,11434.0,5165130927,42,40.660277410146,-73.773941457725,A
50086456,PIZZA SUPREME,Bronx,5959,BROADWAY,10463.0,3478998470,32,40.888948080268,-73.898532081118,A
50086458,PIZZA PLUS,Manhattan,4,SOUTH ST,10004.0,2129431800,55,40.701687901075,-74.011631125861,A
50086459,PRET A MANGER,Manhattan,1320,YORK AVE,10021.0,6467280505,60,40.765819120017,-73.95448104368499,A
50086460,OMARS BURGERS AND PLATTERS,Queens,8325,PARSONS BLVD,11432.0,9172546727,42,40.715160463282,-73.807655936585,A
50086462,GO DETOX JUICE BAR,Queens,14613,JAMAICA AVE,11435.0,7182060333,80,40.701803299517,-73.808650363176,-2
50086469,QUICK & PAY PIZZA,Manhattan,30,LEXINGTON AVE,10010.0,2123878200,55,40.739864411637,-73.98449012921,A
50086471,BEER RUN,Manhattan,203,W 19TH ST,10011.0,2127497500,64,40.741800496846,-73.997798674471,A
50086473,PHO RAINBOW III,Staten Island,42,NEW DORP PLZ S,10306.0,7189871084,58,40.573675517564,-74.116692257407,A
50086475,TEXAS CHICKEN & BURGERS,Queens,2407,STEINWAY ST,11103.0,9177450661,71,40.768694888095006,-73.911052041969,A
50086476,BROOKLYN REBEL / KOBEYAKI,Queens,TERMINAL 7,JFK INTERNATIONAL AIRPORT,-2.0,7189134266,23,0.0,0.0,A
50086483,MAMA'S FRIED CHICKEN,Queens,19529,JAMAICA AVE,11423.0,7184813931,71,40.713285264244,-73.764688897053,P
50086495,SHOKUNIN BBQ,Brooklyn,968,60TH ST,11219.0,7188517888,20,40.63331044369001,-74.005973510498,A
50086497,LAILA RESTAURANT & LOUNGE,Staten Island,45,PAGE AVE,10309.0,3476367262,11,40.5227754602,-74.234914841576,A
50086500,PHO GRAND BAYSIDE,Queens,3840,BELL BLVD,11361.0,6469692288,58,40.766005693061,-73.772270758474,A
50086501,Strawberry Garden,Manhattan,98,NAGLE AVE,10040.0,9179217533,65,40.860586780556,-73.927497139894,A
50086502,ESTRELLITA POBLANA TAQUERIA EXPRESS,Bronx,5975,BROADWAY,10471.0,3478998461,24,40.88966688632,-73.89818015100502,A
50086505,WINGS MILLER,Queens,8517,37TH AVE,11372.0,7187798866,71,40.750069448078,-73.88127598594,C
50086516,PAUL'S DA BURGER JOINT,Manhattan,131,2ND AVE,10003.0,2125293033,74,40.728498736235,-73.987750815311,A
50086519,CUENCANITO,Queens,4761,47TH ST,11377.0,7184720101,3,40.739970916871,-73.918376365832,A
50086520,HUDSON BAGEL,Manhattan,691,9TH AVE,10036.0,2122451200,80,40.761919184787004,-73.990098251031,A
50086521,SOLLETTO,Queens,2366,STEINWAY ST,11105.0,3478669997,19,40.769635517175004,-73.909996588868,A
50086524,STOP & GO DELI,Bronx,134,WESTCHESTER SQ,10461.0,7187920683,80,40.840097589963996,-73.842671651104,A
50086525,KROK,Brooklyn,117,COLUMBIA ST,11231.0,7188588898,14,40.687440366166,-74.001525243698,A
50086526,KARAOKE FLOWER,Queens,16205,CROCHERON AVE,11358.0,7183212012,36,40.76251172367,-73.803522544615,A
50086529,DO SHI RAK BOX,Queens,13631,ROOSEVELT AVE,11354.0,7183582798,36,40.759859853043,-73.828968098348,A
50086533,NIKITAS PLACE,Queens,1903,UTOPIA PKWY,11357.0,7184284976,19,40.780319490240004,-73.79398413137598,A
50086534,MOO Thai Food,Queens,8120,BROADWAY,11373.0,9173964163,14,40.743234597663005,-73.88357619918101,A
50086535,JUICEADE,Bronx,1345,SOUTHERN BLVD,10459.0,7189916369,65,40.831236320456,-73.891400455029,A
50086536,JUICE PRESS,Manhattan,10,COLUMBUS CIR,10019.0,6469011318,65,40.767808491195,-73.98226696729702,A
50086539,SUBWAY,Queens,13805,QUEENS BLVD,11435.0,9172876631,69,40.708645492234,-73.81844872827,A
50086540,SONNYBOY,Manhattan,65,RIVINGTON ST,10002.0,9493255634,67,40.720599529153,-73.990151312097,A
50086543,VERSAILLES PALACE,Queens,6334,AUSTIN ST,11374.0,7184592800,43,40.72772837641,-73.865094512339,A
50086546,MOMO ASHI,Queens,4006,BELL BLVD,11361.0,9173190991,33,40.764126275421,-73.771266421405,A
50086548,THE G.O.A.T,Staten Island,1674,RICHMOND RD,10304.0,9293080414,42,40.589241919695,-74.101572440262,A
50086550,PORTEÑAS,Brooklyn,557,LORIMER ST,11211.0,9178269951,33,40.713611547553,-73.949308039399,A
50086552,MAKIINNY,Manhattan,32,E 7TH ST,10003.0,2126734610,14,40.728303977094,-73.988923450178,P
50086558,JEN'S ROTI SHOP AND BAKERY,Brooklyn,838,FLATBUSH AVE,11226.0,7189757313,31,40.651901938616,-73.959103520872,A
50086560,PANADERIA LA HACIENDA,Staten Island,111,VICTORY BLVD,10301.0,7182854600,13,40.637745810725995,-74.079811868609,B
50086566,F & M CAMPO BELLO II RESTAURANT,Brooklyn,9128,5TH AVE,11209.0,7186807888,56,40.618347876609,-74.028920702197,A
50086567,GFG BAKERY CAFE,Manhattan,32,BROADWAY,10004.0,2129792790,19,40.706038204921,-74.013096243331,P
50086569,DOLCE FANTASIA,Staten Island,1210,FOREST AVE,10310.0,9178582917,33,40.626377279298,-74.130286810708,A
50086573,MIKE'S DELI,Bronx,2344,ARTHUR AVE,10458.0,7182955033,44,40.854240101806,-73.88867329616001,A
50086577,STARBUCKS COFFEE COMPANY #29854,Manhattan,185,GREENWICH ST,10007.0,2126159700,33,40.711829780109,-74.01208739719,A
50086578,TUTI FRUTI BAKERY,Bronx,9,E MOUNT EDEN AVE,10452.0,9177377584,13,40.844216434959,-73.914427637334,A
50086579,WINNIE'S BAR,Manhattan,58,E BROADWAY,10002.0,6468388880,54,40.713614429948,-73.995530681107,A
50086580,PR Sazon,Bronx,3285,WESTCHESTER AVE,10461.0,7188852222,3,40.852783881859004,-73.827448601031,P
50086585,CAFE 41,Manhattan,222,E 41ST ST,10017.0,9294555167,33,40.749589897731,-73.973765059474,A
50086591,NEW XING XING RESTAURANT,Brooklyn,4917,8TH AVE,11220.0,7188518089,61,40.641514706333,-74.00327178347,A
50086592,PASTA BY HUDSON,Manhattan,1000,S 8 avenue,10019.0,9178540000,44,40.766812226924,-73.982808747226,A
50086608,CHICKENFEST AZTECA,Bronx,86,HUGH J GRANT CIR,10472.0,9294068292,56,40.832729185982,-73.86062748171,A
50086611,MODERN BREAD AND BAGEL,Manhattan,472,COLUMBUS AVE,10024.0,6467752985,42,40.784291863123,-73.973783832856,B
50086612,NYAMMINGS CARRIBEAN RESTAURANT,Brooklyn,355,FRANKLIN AVE,11238.0,3472612824,31,40.687229152589005,-73.956878647455,A
50086616,KENNEDY CHICKEN,Queens,1850,COLLEGE POINT BLVD,11356.0,7188869333,71,40.782934305789,-73.845880179987,A
50086623,YAMATO,Brooklyn,168,7TH AVE,11215.0,7188400099,48,40.67186430132,-73.977443941911,A
50086624,MY FRIEND DUKE,Manhattan,383,3RD AVE,10016.0,6464550684,42,40.741626040128004,-73.981093911115,A
50086629,NICHE,Manhattan,172,DELANCEY ST,10002.0,9178609635,23,40.717590751359,-73.985353897086,A
50086632,E-BITE,Brooklyn,336,MYRTLE AVE,11205.0,9290336603,48,40.693236905959,-73.973012008906,A
50086634,KUNG FU TEA,Staten Island,2655,RICHMOND AVE,10314.0,6466515116,33,40.582297419955,-74.169052592685,A
